Position,Track Name,Artist,Streams,date,region,spotify_id
39,Vete,Bad Bunny,12213844,2020-02-21--2020-02-28,global,5DxXgozhkPLgrbKFY91w0c
40,Hola - Remix,Dalex,12168430,2020-02-21--2020-02-28,global,5stPVcRqb4qixbafP9e8lt
41,High Fashion (feat. Mustard),Roddy Ricch,12126351,2020-02-21--2020-02-28,global,07KXEDMj78x68D884wgVEm
42,Feel Me,Selena Gomez,11862281,2020-02-21--2020-02-28,global,6XXYdF6pJR1K3wKvuxmu7n
43,Keii,Anuel AA,11652926,2020-02-21--2020-02-28,global,5eEQCfq7MXQr6aHLNRUZLs
44,Ride It,Regard,11591189,2020-02-21--2020-02-28,global,2tnVG71enUj33Ic2nFN6kZ
45,Suicidal,YNW Melly,11379170,2020-02-21--2020-02-28,global,1iSqfoUFnQwV0QW1EfUit8
46,Moral of the Story,Ashe,11187046,2020-02-21--2020-02-28,global,2nC3QhMI9reBIOWutbU3Tj
47,Filter,BTS,11101107,2020-02-21--2020-02-28,global,0ono6UCNVZ1XqOm6j78Blu
48,Black Swan,BTS,10629604,2020-02-21--2020-02-28,global,3bkkMZEAhx7rTVz1C0itRQ
49,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,10601465,2020-02-21--2020-02-28,global,0RiRZpuVRbi7oqRdSMwhQY
50,I Don't Care (with Justin Bieber),Ed Sheeran,10572246,2020-02-21--2020-02-28,global,0hVXuCcriWRGvwMV1r5Yn9
51,Fantasias,Rauw Alejandro,10555144,2020-02-21--2020-02-28,global,6mAN61JH0dzyZpWslS11jy
52,Muévelo,Nicky Jam,10452185,2020-02-21--2020-02-28,global,4VgYtXCVJ7IbWAZ5ryfvEQ
53,What A Man Gotta Do,Jonas Brothers,10076621,2020-02-21--2020-02-28,global,4wNIkl5XGiAACjFBlDWuSd
54,Louder than bombs,BTS,10016907,2020-02-21--2020-02-28,global,3op7HNwLli54MBjFGzIlZO
55,hot girl bummer,blackbear,9993556,2020-02-21--2020-02-28,global,7aiClxsDWFRQ0Kzk5KI5ku
56,UGH!,BTS,9991177,2020-02-21--2020-02-28,global,1aKuG1GG76xPLUkjBbQo3W
57,What If I Told You That I Love You,Ali Gatie,9941461,2020-02-21--2020-02-28,global,3cqPu20DGTGUoZtbJH2Dmi
58,My Time,BTS,9934338,2020-02-21--2020-02-28,global,4vTgx6h4seHvkuFh84JXYP
59,SUGAR,BROCKHAMPTON,9707392,2020-02-21--2020-02-28,global,6U0FIYXCQ3TGrk4tFpLrEA
60,Diosa,Myke Towers,9651597,2020-02-21--2020-02-28,global,3JHpk0DOTOzyh0777JFAky
61,BOP,DaBaby,9613143,2020-02-21--2020-02-28,global,6Ozh9Ok6h4Oi1wUSLtBseN
62,Know Your Worth,Khalid,9597009,2020-02-21--2020-02-28,global,0TrPqhAMoaKUFLR7iYDokf
63,WHATS POPPIN,Jack Harlow,9575063,2020-02-21--2020-02-28,global,3Q6F8RByyhRTJpRtZLY3cg
64,"10,000 Hours (with Justin Bieber)",Dan + Shay,9555597,2020-02-21--2020-02-28,global,2wrJq5XKLnmhRXHIAf9xBa
65,when the party's over,Billie Eilish,9493192,2020-02-21--2020-02-28,global,43zdsphuZLzwA9k4DJhU0I
66,lovely (with Khalid),Billie Eilish,9384142,2020-02-21--2020-02-28,global,0u2P5u6lvoDfwTYjAADbn4
67,00:00 (Zero O’Clock),BTS,9372219,2020-02-21--2020-02-28,global,4AlihYDqxXshKhvh5tnMfP
68,HIGHEST IN THE ROOM,Travis Scott,9258096,2020-02-21--2020-02-28,global,3eekarcy7kvN4yt5ZFzltW
69,Ballin' (with Roddy Ricch),Mustard,9246356,2020-02-21--2020-02-28,global,3QzAOrNlsabgbMwlZt7TAY
70,Me Gusta,Shakira,9245187,2020-02-21--2020-02-28,global,5Xhqh4lwJPtMUTsdBztN1a
71,Lose You To Love Me,Selena Gomez,9220744,2020-02-21--2020-02-28,global,4l0Mvzj72xxOpRrp6h8nHi
72,China,Anuel AA,9032360,2020-02-21--2020-02-28,global,2ksOAxtIxY8yElEWw8RhgK
73,Beautiful People (feat. Khalid),Ed Sheeran,8951637,2020-02-21--2020-02-28,global,70eFcWOvlMObDhURTqT4Fv
74,Friends,BTS,8822365,2020-02-21--2020-02-28,global,7w05lsU2VLSeiT8Nukrv5M
75,We are Bulletproof : the Eternal,BTS,8516710,2020-02-21--2020-02-28,global,44WLOqH7QayQOQdeUHeKUK
76,Lucid Dreams,Juice WRLD,8467670,2020-02-21--2020-02-28,global,285pBltuF7vW8TeWk8hdRR
77,If the World Was Ending - feat. Julia Michaels,JP Saxe,8452812,2020-02-21--2020-02-28,global,2kJwzbxV2ppxnQoYw4GLBZ
78,Shallow,Lady Gaga,8423832,2020-02-21--2020-02-28,global,2VxeLyX666F8uXCJ0dZF8B
79,Inner Child,BTS,8312399,2020-02-21--2020-02-28,global,4BKOjYosPhw334moS3wlbO
80,Rare,Selena Gomez,8009517,2020-02-21--2020-02-28,global,7HMmFQsKsljwTw8bS7lu19
81,No Me Conoce - Remix,Jhay Cortez,8005883,2020-02-21--2020-02-28,global,4R8BJggjosTswLxtkw8V7P
82,Watermelon Sugar,Harry Styles,8002244,2020-02-21--2020-02-28,global,6UelLqGlWMcVH1E5c4H7lY
83,LA CANCIÓN,J Balvin,7850621,2020-02-21--2020-02-28,global,0fea68AdmYNygeTGI4RC18
84,Moon,BTS,7850129,2020-02-21--2020-02-28,global,1xfXXujIlLZAx5wpu46Nyk
85,Boy With Luv (feat. Halsey),BTS,7836975,2020-02-21--2020-02-28,global,5KawlOMHjWeUjQtnuRs22c
86,Callaita,Bad Bunny,7810932,2020-02-21--2020-02-28,global,2TH65lNHgvLxCKXM3apjxI
87,No Idea,Don Toliver,7808215,2020-02-21--2020-02-28,global,3VyjsVV24RmBIbWJAeUJNu
88,7 rings,Ariana Grande,7713677,2020-02-21--2020-02-28,global,6ocbgoVGwYJhOv1GgI9NsF
89,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,7643623,2020-02-21--2020-02-28,global,733c1CWmIGymoQXdp7Us88
90,Heartless,The Weeknd,7564213,2020-02-21--2020-02-28,global,57vxBYXtHMk6H1aD29V7PU
91,Lalala,Y2K,7544881,2020-02-21--2020-02-28,global,51Fjme0JiitpyXKuyQiCDo
92,OUT WEST (feat. Young Thug),JACKBOYS,7541188,2020-02-21--2020-02-28,global,6gi6y1xwmVszDWkUqab1qw
93,Never Seen the Rain,Tones And I,7506168,2020-02-21--2020-02-28,global,2grAr8pWMuLWn8ZYEE9wDV
94,Bandit (with YoungBoy Never Broke Again),Juice WRLD,7481654,2020-02-21--2020-02-28,global,6Gg1gjgKi2AK4e0qzsR7sd
95,"Alone, Pt. II",Alan Walker,7396697,2020-02-21--2020-02-28,global,0bMbDctzMmTyK2j74j3nF3
96,It's You,Ali Gatie,7258138,2020-02-21--2020-02-28,global,5DqdesEfbRyOlSS3Tf6c29
97,Medusa,Jhay Cortez,7222083,2020-02-21--2020-02-28,global,3qM0vBxIe4VUbK0Z0smuVP
98,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,7209729,2020-02-21--2020-02-28,global,2FvD20Z8aoWIePi7PoN8sG
99,Old Town Road - Remix,Lil Nas X,7043546,2020-02-21--2020-02-28,global,2YpeDb67231RjR0MgVLzsG
100,Goodbyes (Feat. Young Thug),Post Malone,7037168,2020-02-21--2020-02-28,global,6vBdBCoOhKHiYDDOcorfNo
101,Woah,Lil Baby,6995411,2020-02-21--2020-02-28,global,598yNsG1JFrGd4n2kMoz7F
102,Ayy Macarena,Tyga,6901340,2020-02-21--2020-02-28,global,6LcauUZjF1eXQrgqMUecHX
103,Old Me,5 Seconds of Summer,6894881,2020-02-21--2020-02-28,global,5RUUkFNqH3GRKHg1xjprOb
104,Outro : Ego,BTS,6857808,2020-02-21--2020-02-28,global,3r9FFjLrAIQjoR8pSHVPC9
105,Happier,Marshmello,6844513,2020-02-21--2020-02-28,global,2dpaYNEQHiRxtZbfNsse99
106,How Do You Sleep?,Sam Smith,6720527,2020-02-21--2020-02-28,global,6b2RcmUt1g9N9mQ3CbjX2Y
107,Whine Up,Nicky Jam,6670596,2020-02-21--2020-02-28,global,2pWOMNQJW3g2zmGjP0Vkb0
108,Modern Loneliness,Lauv,6656281,2020-02-21--2020-02-28,global,7MZF7YLxOP2to9iblSulLc
109,Interlude : Shadow,BTS,6655856,2020-02-21--2020-02-28,global,2Nib4r0saYQf2pUV4RFDhl
110,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,6652494,2020-02-21--2020-02-28,global,4QPEwDdOMhY7rNS05mTyMR
111,Tattoo,Rauw Alejandro,6577458,2020-02-21--2020-02-28,global,7na7Bk98usp84FaOJFPv3d
112,Believer,Imagine Dragons,6553440,2020-02-21--2020-02-28,global,0pqnGHJpmpxLKifKRmU6WP
113,CITY OF ANGELS,24kGoldn,6490097,2020-02-21--2020-02-28,global,6ap9lSRJ0iLriGLqoJ44cq
114,Blanco,J Balvin,6478707,2020-02-21--2020-02-28,global,2rc7BkzO8qepMFAxHtOrXc
115,Girl,Myke Towers,6457886,2020-02-21--2020-02-28,global,43NqTeL8pgBxKHPMiJKUP5
116,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,6435042,2020-02-21--2020-02-28,global,0JjM9bKm4wrwohMslcm892
117,rockstar (feat. 21 Savage),Post Malone,6423221,2020-02-21--2020-02-28,global,0e7ipj03S05BNilyu5bRzt
118,Dior,Pop Smoke,6411187,2020-02-21--2020-02-28,global,79s5XnCN4TJKTVMSmOx8Ep
119,Bruises,Lewis Capaldi,6405508,2020-02-21--2020-02-28,global,4Of7rzpRpV1mWRbhp5rAqG
120,Respect,BTS,6373954,2020-02-21--2020-02-28,global,37TSJmYKLxXmx8OehFpqMN
121,ocean eyes,Billie Eilish,6372355,2020-02-21--2020-02-28,global,2uIX8YMNjGMD7441kqyyNU
122,Ransom,Lil Tecca,6357163,2020-02-21--2020-02-28,global,1lOe9qE0vR9zwWQAOk6CoO
123,Bohemian Rhapsody - 2011 Mix,Queen,6341069,2020-02-21--2020-02-28,global,4u7EnebtmKWzUH433cf5Qv
124,Sucker,Jonas Brothers,6277300,2020-02-21--2020-02-28,global,22vgEDb5hykfaTwLuskFGD
125,Without Me,Halsey,6222698,2020-02-21--2020-02-28,global,6FZDfxM3a3UCqtzo5pxSLZ
126,Bellaquita - Remix,Dalex,6199616,2020-02-21--2020-02-28,global,1Xnn1TPyr5h0hpRAT4B4EA
127,Wow.,Post Malone,6170891,2020-02-21--2020-02-28,global,7xQAfvXzm3AkraOtGPWIZg
128,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,6143239,2020-02-21--2020-02-28,global,4iiWcajF1fEUpwcUewc464
129,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,6139108,2020-02-21--2020-02-28,global,4vUmTMuQqjdnvlZmAH61Qk
130,Definitivamente,Daddy Yankee,6119079,2020-02-21--2020-02-28,global,113PlnpZbHd3WIqeYjhZWv
131,Shape of You,Ed Sheeran,6113353,2020-02-21--2020-02-28,global,7qiZfU4dY1lWllzX7mPBI3
132,Adicto (with Anuel AA & Ozuna),Tainy,6092370,2020-02-21--2020-02-28,global,3jbT1Y5MoPwEIpZndDDwVq
133,Get You The Moon (feat. Snøw),Kina,6076372,2020-02-21--2020-02-28,global,4ZLzoOkj0MPWrTLvooIuaa
134,Robbery,Juice WRLD,5967430,2020-02-21--2020-02-28,global,6Hj9jySrnFppAI0sEMCZpJ
135,Money In The Grave (Drake ft. Rick Ross),Drake,5935491,2020-02-21--2020-02-28,global,5ry2OE6R2zPQFDO85XkgRb
136,Say You Won't Let Go,James Arthur,5926960,2020-02-21--2020-02-28,global,5uCax9HTNlzGybIStD3vDh
137,Aventura,Lunay,5919025,2020-02-21--2020-02-28,global,37zdqI4r1gswIzczSBkRon
138,Que Tire Pa Lante,Daddy Yankee,5906299,2020-02-21--2020-02-28,global,6RyaV7owmVU6fzEPE17sF1
139,Good as Hell (feat. Ariana Grande),Lizzo,5846409,2020-02-21--2020-02-28,global,2rjjNUYONZqC7wSd1i6OFq
140,Falling,Harry Styles,5813360,2020-02-21--2020-02-28,global,1ZMiCix7XSAbfAJlEZWMCp
141,VIBEZ,DaBaby,5800737,2020-02-21--2020-02-28,global,0fySG6A6qLE8IvDpayb5bM
142,Lights Up,Harry Styles,5722994,2020-02-21--2020-02-28,global,4jAIqgrPjKLTY9Gbez25Qb
143,GOODMORNINGTOKYO!,TOKYO’S REVENGE,5697657,2020-02-21--2020-02-28,global,0Q2n5yzl2XRqYbV77tZNYp
144,SICKO MODE,Travis Scott,5692719,2020-02-21--2020-02-28,global,2xLMifQCjDGFmkHkpNLD9h
145,Dancing With A Stranger (with Normani),Sam Smith,5683370,2020-02-21--2020-02-28,global,6Qs4SXO9dwPj5GKvVOv8Ki
146,SAD!,XXXTENTACION,5664416,2020-02-21--2020-02-28,global,3ee8Jmje8o58CHK66QrVC2
147,July,Noah Cyrus,5624935,2020-02-21--2020-02-28,global,5a6pdCHlWS2ekOOQ70QnAr
148,Jocelyn Flores,XXXTENTACION,5603493,2020-02-21--2020-02-28,global,7m9OqQk4RVRkw9JJdeAw96
149,Go Stupid (feat. Mike WiLL Made-It),Polo G,5601464,2020-02-21--2020-02-28,global,74fV8TuLZKVzSIOOGu8wwI
150,me & ur ghost,blackbear,5571126,2020-02-21--2020-02-28,global,4yJiXq86uM56uIfIZgE440
151,Maniac,Conan Gray,5557236,2020-02-21--2020-02-28,global,7hpJ9tATWb2vztlq99hERP
152,Perfect,Ed Sheeran,5548377,2020-02-21--2020-02-28,global,0tgVpDi06FyKpA1z0VMD4v
153,Piece Of Your Heart,MEDUZA,5542188,2020-02-21--2020-02-28,global,1DFD5Fotzgn6yYXkYsKiGs
154,Tudo Ok,Thiaguinho MT,5510844,2020-02-21--2020-02-28,global,4HUZBG98TYbxSR9V1V2DWS
155,Quizas,Rich Music LTD,5497408,2020-02-21--2020-02-28,global,5Id5B3dxJZhPcV9GzgYZZe
156,No Judgement,Niall Horan,5449684,2020-02-21--2020-02-28,global,5IUOU5xkzGHsRFOYNu3GSK
157,Liberdade Provisória - Ao Vivo,Henrique & Juliano,5430476,2020-02-21--2020-02-28,global,3Ghyp3X5Ua9ypHnBIgOObI
158,Trampoline (with ZAYN),SHAED,5397892,2020-02-21--2020-02-28,global,2ez6qvOTHKeI3ss80NGqnI
159,Eastside (with Halsey & Khalid),benny blanco,5389964,2020-02-21--2020-02-28,global,7FGq80cy8juXBCD2nrqdWU
160,Sweet but Psycho,Ava Max,5387339,2020-02-21--2020-02-28,global,25sgk305KZfyuqVBQIahim
161,bury a friend,Billie Eilish,5383482,2020-02-21--2020-02-28,global,4SSnFejRGlZikf02HLewEF
162,I Like Me Better,Lauv,5372224,2020-02-21--2020-02-28,global,2P91MQbaiQOfbiz9VqhqKQ
163,"thank u, next",Ariana Grande,5342754,2020-02-21--2020-02-28,global,3e9HZxeyfWwjeyPAMmWSSQ
164,Girls Like You (feat. Cardi B),Maroon 5,5319226,2020-02-21--2020-02-28,global,7fa9MBXhVfQ8P8Df9OEbD8
165,goosebumps,Travis Scott,5311204,2020-02-21--2020-02-28,global,6gBFPUFcJLzWGx4lenP6h2
166,Futsal Shuffle 2020,Lil Uzi Vert,5302368,2020-02-21--2020-02-28,global,2Ec33AVlkTTq8BHFgBTdQs
167,Can We Kiss Forever?,Kina,5277324,2020-02-21--2020-02-28,global,58wyJLv6yH1La9NIZPl3ne
168,Starboy,The Weeknd,5240604,2020-02-21--2020-02-28,global,7MXVkk9YMctZqd1Srtv4MB
169,Higher Love,Kygo,5201553,2020-02-21--2020-02-28,global,6oJ6le65B3SEqPwMRNXWjY
170,All of Me,John Legend,5161704,2020-02-21--2020-02-28,global,3U4isOIWM3VvDubwSI3y7a
171,Truth Hurts,Lizzo,5147825,2020-02-21--2020-02-28,global,3HWzoMvoF3TQfYg4UPszDq
172,Perreo en La Luna,Rich Music LTD,5135469,2020-02-21--2020-02-28,global,0RDgqtvOHLwcI6yz9bjsZV
173,Hate Me (with Juice WRLD),Ellie Goulding,5130390,2020-02-21--2020-02-28,global,6kls8cSlUyHW2BUOkDJIZE
174,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,5118004,2020-02-21--2020-02-28,global,1v7L65Lzy0j0vdpRjJewt1
175,Moonlight,XXXTENTACION,5116109,2020-02-21--2020-02-28,global,0JP9xo3adEtGSdUEISiszL
176,Better Now,Post Malone,5083752,2020-02-21--2020-02-28,global,7dt6x5M1jzdTEt8oCbisTK
177,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,5082201,2020-02-21--2020-02-28,global,4Yxc55NX3tAXC2mHRAhtcW
178,all the good girls go to hell,Billie Eilish,5074485,2020-02-21--2020-02-28,global,6IRdLKIyS4p7XNiP8r6rsx
179,You Need To Calm Down,Taylor Swift,5060482,2020-02-21--2020-02-28,global,6RRNNciQGZEXnqk8SQ9yv5
180,SENTADÃO,Pedro Sampaio,5013019,2020-02-21--2020-02-28,global,4lKuzrdZrJuCAedbIslF3A
181,I.F.L.Y.,Bazzi,5001556,2020-02-21--2020-02-28,global,4a6q8CR2hzLk2plDkSxkfD
182,Lottery (Renegade),K CAMP,4994448,2020-02-21--2020-02-28,global,4dZTZbmJBCCofAExHwefda
183,Si Te Vas,Sech,4954292,2020-02-21--2020-02-28,global,6Y4PDQv4XjYjHLeLmvyOt0
184,Que Calor (with J Balvin & El Alfa),Major Lazer,4950254,2020-02-21--2020-02-28,global,1G2CAJeP7rCwOZjlSJ0Zw3
185,Takeaway,The Chainsmokers,4950209,2020-02-21--2020-02-28,global,3g0mEQx3NTanacLseoP0Gw
186,Rich Rich,Ufo361,4938864,2020-02-21--2020-02-28,global,3VFT90E0yYjdHSFoGv02us
187,Youngblood,5 Seconds of Summer,4936493,2020-02-21--2020-02-28,global,2iUXsYOEPhVqEBwsqP70rE
188,If I Can't Have You,Shawn Mendes,4921021,2020-02-21--2020-02-28,global,2bT1PH7Cw3J9p3t7nlXCdh
189,Indeciso,Reik,4897374,2020-02-21--2020-02-28,global,59s0s39NFWScuHDbHytI14
190,Tutu,Camilo,4897181,2020-02-21--2020-02-28,global,1nocRtwyNPVtGcIJqfgdzZ
191,High Hopes,Panic! At The Disco,4883343,2020-02-21--2020-02-28,global,1rqqCSm0Qe4I9rUvWncaom
192,No Guidance (feat. Drake),Chris Brown,4876529,2020-02-21--2020-02-28,global,6XHVuErjQ4XNm6nDPVCxVX
193,i love you,Billie Eilish,4863910,2020-02-21--2020-02-28,global,6CcJMwBtXByIz4zQLzFkKc
194,Be Alright,Dean Lewis,4856342,2020-02-21--2020-02-28,global,5qrSlOut2rNAWv3ubArkNy
195,The Less I Know The Better,Tame Impala,4853131,2020-02-21--2020-02-28,global,6K4t31amVTZDgR3sKmwUJJ
196,Mejor,Dalex,4851895,2020-02-21--2020-02-28,global,1mF6sMUsRU9MisrdB9qWvg
197,SLOW DANCING IN THE DARK,Joji,4825540,2020-02-21--2020-02-28,global,0rKtyWc8bvkriBthvHKY8d
198,Soltera - Remix,Lunay,4809360,2020-02-21--2020-02-28,global,4t9a07PAghtQMRAIP9FQ7Z
199,Infeliz,Arcangel,4802236,2020-02-21--2020-02-28,global,4z6wo6PJG4Fve45OXK6D9m
200,Call Out My Name,The Weeknd,4781481,2020-02-21--2020-02-28,global,09mEdoA6zrmBPgTEN5qXmN
