Position,Track Name,Artist,Streams,date,region,spotify_id
35,Tusa,KAROL G,12563424,2020-05-15--2020-05-22,global,7k4t7uLgtOxPwTpFmtJNTY
36,In Your Eyes,The Weeknd,12273484,2020-05-15--2020-05-22,global,7szuecWAPwGoV1e5vGu8tl
37,HIGHEST IN THE ROOM,Travis Scott,11927550,2020-05-15--2020-05-22,global,3eekarcy7kvN4yt5ZFzltW
38,Safaera,Bad Bunny,11909674,2020-05-15--2020-05-22,global,2DEZmgHKAvm41k4J3R2E9Y
39,Breaking Me,Topic,11605526,2020-05-15--2020-05-22,global,3H7ihDc1dqLriiWXwsc2po
40,Before You Go,Lewis Capaldi,11514949,2020-05-15--2020-05-22,global,2gMXnyrvIjhVBUZwvLZDMP
41,Physical,Dua Lipa,11448562,2020-05-15--2020-05-22,global,3AzjcOeAmA57TIOr9zF1ZW
42,Righteous,Juice WRLD,11354554,2020-05-15--2020-05-22,global,0OyQns5ayNK2OVaES0Vb8t
43,After Party,Don Toliver,11255838,2020-05-15--2020-05-22,global,527k23H0A4Q0UJN3vGs0Da
44,Lose Somebody,Kygo,11233867,2020-05-15--2020-05-22,global,7xbWAw3LMgRMn4omR5yVn3
45,Memories,Maroon 5,11035416,2020-05-15--2020-05-22,global,2b8fOow8UzyDFAE27YhOZM
46,bad guy,Billie Eilish,10814104,2020-05-15--2020-05-22,global,2Fxmhks0bxGSBdJ92vM42m
47,Rojo,J Balvin,10743411,2020-05-15--2020-05-22,global,380HmhwTE2NJgawn1NwkXi
48,If the World Was Ending - feat. Julia Michaels,JP Saxe,10580861,2020-05-15--2020-05-22,global,2kJwzbxV2ppxnQoYw4GLBZ
49,Favorito,Camilo,10504001,2020-05-15--2020-05-22,global,0jT8Nl0shPS8115is0wD2Q
50,Señorita,Shawn Mendes,10277342,2020-05-15--2020-05-22,global,6v3KW9xbzN5yKLt9YKDYA2
51,Solitaires (feat. Travis Scott),Future,9952693,2020-05-15--2020-05-22,global,4kfeRwpq5KUaqTkgi4TbDF
52,Daisies,Katy Perry,9468155,2020-05-15--2020-05-22,global,4uqh9bualXNHXXwO2wPorc
53,Savage,Megan Thee Stallion,9438110,2020-05-15--2020-05-22,global,55CHeLEfn5iJ0IIkgaa4si
54,PA' ROMPERLA,Bad Bunny,9309967,2020-05-15--2020-05-22,global,5XqCz18k96K8tx6DAYM97i
55,BYE ME FUI,Bad Bunny,9072151,2020-05-15--2020-05-22,global,0FktnzDqjClqU6iqOZVEs2
56,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9069172,2020-05-15--2020-05-22,global,0RiRZpuVRbi7oqRdSMwhQY
57,Godzilla (feat. Juice WRLD),Eminem,8993884,2020-05-15--2020-05-22,global,7FIWs0pqAYbP91WWM0vlTQ
58,Ride It,Regard,8929941,2020-05-15--2020-05-22,global,2tnVG71enUj33Ic2nFN6kZ
59,Skechers,DripReport,8903122,2020-05-15--2020-05-22,global,2alc8VZAzDgdAsL2QMk3hu
60,everything i wanted,Billie Eilish,8877852,2020-05-15--2020-05-22,global,3ZCTVFBt2Brf31RLEnCkWJ
61,PORFA,Feid,8733677,2020-05-15--2020-05-22,global,4TOmcZvw0gHa7GiXRbcYAW
62,Walk Em Down (feat. Roddy Ricch),NLE Choppa,8658219,2020-05-15--2020-05-22,global,4cSSL3YafYjM3yjgFO1vJg
63,Chicago Freestyle (feat. Giveon),Drake,8495499,2020-05-15--2020-05-22,global,4wVOKKEHUJxHCFFNUWDn0B
64,Watermelon Sugar,Harry Styles,8459763,2020-05-15--2020-05-22,global,6UelLqGlWMcVH1E5c4H7lY
65,lovely (with Khalid),Billie Eilish,8236665,2020-05-15--2020-05-22,global,0u2P5u6lvoDfwTYjAADbn4
66,Amarillo,J Balvin,8098294,2020-05-15--2020-05-22,global,6zEgnpM0qYmHLDnh8WPejL
67,MAMACITA,Black Eyed Peas,7991368,2020-05-15--2020-05-22,global,14wf185UxfNbSy8dwt4r4q
68,La Difícil,Bad Bunny,7837005,2020-05-15--2020-05-22,global,6NfrH0ANGmgBXyxgV2PeXt
69,Tattoo,Rauw Alejandro,7795114,2020-05-15--2020-05-22,global,7na7Bk98usp84FaOJFPv3d
70,Elegí (feat. Dímelo Flow),Rauw Alejandro,7784306,2020-05-15--2020-05-22,global,50ZC4PM7hywH27RcCfViau
71,Lucid Dreams,Juice WRLD,7778499,2020-05-15--2020-05-22,global,285pBltuF7vW8TeWk8hdRR
72,Salt,Ava Max,7771808,2020-05-15--2020-05-22,global,7vgv8KZBSo0TPzyIWG9yzV
73,hot girl bummer,blackbear,7574089,2020-05-15--2020-05-22,global,7aiClxsDWFRQ0Kzk5KI5ku
74,Lose Control,MEDUZA,7562285,2020-05-15--2020-05-22,global,7CHi4DtfK4heMlQaudCuHK
75,Ignorantes,Bad Bunny,7419185,2020-05-15--2020-05-22,global,38RIEav39FGi86jppxO0du
76,I Don't Care (with Justin Bieber),Ed Sheeran,7397665,2020-05-15--2020-05-22,global,0hVXuCcriWRGvwMV1r5Yn9
77,CÓMO SE SIENTE - Remix,Jhay Cortez,7174336,2020-05-15--2020-05-22,global,2tFwfmceQa1Y6nRPhYbEtC
78,BAD CON NICKY,Bad Bunny,7168066,2020-05-15--2020-05-22,global,5bmSver2b3ZXyuyLKtgnFI
79,Morado,J Balvin,7161809,2020-05-15--2020-05-22,global,35KmOEIUqAGn02t7n4qaIr
80,RITMO (Bad Boys For Life),Black Eyed Peas,7017495,2020-05-15--2020-05-22,global,6cy3ki60hLwimwIje7tALf
81,Si Veo a Tu Mamá,Bad Bunny,6967070,2020-05-15--2020-05-22,global,41wtwzCZkXwpnakmwJ239F
82,CANCIÓN CON YANDEL,Yandel,6896664,2020-05-15--2020-05-22,global,3pm4XtcsRIFFtH2UErk62R
83,Shallow,Lady Gaga,6831943,2020-05-15--2020-05-22,global,2VxeLyX666F8uXCJ0dZF8B
84,Fame,Apache 207,6813985,2020-05-15--2020-05-22,global,3goH7O78TLkV9RhCAyM4AT
85,MÁS DE UNA CITA,Bad Bunny,6728469,2020-05-15--2020-05-22,global,4EJHKSnHENfjOxXWryyNtL
86,Diosa,Myke Towers,6726872,2020-05-15--2020-05-22,global,3JHpk0DOTOzyh0777JFAky
87,Yummy,Justin Bieber,6714952,2020-05-15--2020-05-22,global,16wAOAZ2OkqoIDN7TpChjR
88,"10,000 Hours (with Justin Bieber)",Dan + Shay,6573643,2020-05-15--2020-05-22,global,2wrJq5XKLnmhRXHIAf9xBa
89,Flex (feat. Juice WRLD),Polo G,6500604,2020-05-15--2020-05-22,global,2QqJTIlGKRLJC3onkavYEz
90,Ballin' (with Roddy Ricch),Mustard,6491055,2020-05-15--2020-05-22,global,3QzAOrNlsabgbMwlZt7TAY
91,In Your Eyes (feat. Alida),Robin Schulz,6413722,2020-05-15--2020-05-22,global,61ZM92T2zaXIVsqncThQzC
92,X (with KAROL G),Jonas Brothers,6344615,2020-05-15--2020-05-22,global,77fvnWALKJR0ws1VUx09CY
93,Beautiful People (feat. Khalid),Ed Sheeran,6338620,2020-05-15--2020-05-22,global,70eFcWOvlMObDhURTqT4Fv
94,BELIEVE IT,PARTYNEXTDOOR,6322977,2020-05-15--2020-05-22,global,4HDCLYli2SUdkq9OjmvhSD
95,I’m Ready (with Demi Lovato),Sam Smith,6313018,2020-05-15--2020-05-22,global,1fipvP2zmef6vN2IwXfJhY
96,7 rings,Ariana Grande,6279485,2020-05-15--2020-05-22,global,6ocbgoVGwYJhOv1GgI9NsF
97,High Fashion (feat. Mustard),Roddy Ricch,6278592,2020-05-15--2020-05-22,global,07KXEDMj78x68D884wgVEm
98,Kings & Queens,Ava Max,6276241,2020-05-15--2020-05-22,global,76nqCfJOcFFWBJN32PAksn
99,Like That (feat. Gucci Mane),Doja Cat,6265648,2020-05-15--2020-05-22,global,4EivmOT13NMpNSfTKn9p4s
100,Level of Concern,Twenty One Pilots,6237173,2020-05-15--2020-05-22,global,6xZ4Q2k2ompmDppyeESIY8
101,when the party's over,Billie Eilish,6226671,2020-05-15--2020-05-22,global,43zdsphuZLzwA9k4DJhU0I
102,CITY OF ANGELS,24kGoldn,6208728,2020-05-15--2020-05-22,global,6ap9lSRJ0iLriGLqoJ44cq
103,You should be sad,Halsey,6205571,2020-05-15--2020-05-22,global,7lidXGPXPYLNThITAOTlkK
104,Know Your Worth,Khalid,6201670,2020-05-15--2020-05-22,global,0TrPqhAMoaKUFLR7iYDokf
105,All Bad (feat. Lil Uzi Vert),Future,6194224,2020-05-15--2020-05-22,global,021lWIHJrURZrmvYQ1xcM8
106,Believer,Imagine Dragons,6117756,2020-05-15--2020-05-22,global,0pqnGHJpmpxLKifKRmU6WP
107,Pain 1993 (with Playboi Carti),Drake,6085143,2020-05-15--2020-05-22,global,6Kj17Afjo1OKJYpf5VzCeo
108,rockstar (feat. 21 Savage),Post Malone,6071134,2020-05-15--2020-05-22,global,0e7ipj03S05BNilyu5bRzt
109,This City,Sam Fischer,6061520,2020-05-15--2020-05-22,global,3H3r2nKWa3Yk5gt8xgmsEt
110,Trillionaire (feat. Youngboy Never Broke Again),Future,6057848,2020-05-15--2020-05-22,global,740kQ8xwSGloumdiKR5Cwz
111,Selfish,Madison Beer,6052628,2020-05-15--2020-05-22,global,4PV0uE5pZSh44E3NqNNDEH
112,Falling,Harry Styles,6039862,2020-05-15--2020-05-22,global,1ZMiCix7XSAbfAJlEZWMCp
113,eight(Prod.&Feat. SUGA of BTS),IU,6012697,2020-05-15--2020-05-22,global,0pYacDCZuRhcrwGUA5nTBe
114,Hola - Remix,Dalex,5801991,2020-05-15--2020-05-22,global,5stPVcRqb4qixbafP9e8lt
115,Jocelyn Flores,XXXTENTACION,5790128,2020-05-15--2020-05-22,global,7m9OqQk4RVRkw9JJdeAw96
116,Ransom,Lil Tecca,5759650,2020-05-15--2020-05-22,global,1lOe9qE0vR9zwWQAOk6CoO
117,Happier,Marshmello,5705246,2020-05-15--2020-05-22,global,2dpaYNEQHiRxtZbfNsse99
118,Bohemian Rhapsody - 2011 Mix,Queen,5702769,2020-05-15--2020-05-22,global,4u7EnebtmKWzUH433cf5Qv
119,SAD!,XXXTENTACION,5697965,2020-05-15--2020-05-22,global,3ee8Jmje8o58CHK66QrVC2
120,Turks (with Gunna & ft. Travis Scott),NAV,5680412,2020-05-15--2020-05-22,global,7IMwEtpAiJanqF6vQteZN2
121,Sigues Con El,Dímelo Flow,5661377,2020-05-15--2020-05-22,global,7sQKy5vlPQllr0k9IjYJv3
122,Shape of You,Ed Sheeran,5643957,2020-05-15--2020-05-22,global,7qiZfU4dY1lWllzX7mPBI3
123,La Santa,Bad Bunny,5625603,2020-05-15--2020-05-22,global,69vlMrzHwATKzupwNcUPyK
124,Vete,Bad Bunny,5603103,2020-05-15--2020-05-22,global,2n7ohqg1s68ToAHh4u9mcW
125,Lalala,Y2K,5591421,2020-05-15--2020-05-22,global,51Fjme0JiitpyXKuyQiCDo
126,P2,Lil Uzi Vert,5557772,2020-05-15--2020-05-22,global,3kW4z2pIj5VY5fLjBrMRL5
127,Myron,Lil Uzi Vert,5543994,2020-05-15--2020-05-22,global,56uXDJRCuoS7abX3SkzHKQ
128,Go Stupid,Polo G,5464816,2020-05-15--2020-05-22,global,4PklAHGXT5ityno3IA8SKd
129,Relación,Sech,5405547,2020-05-15--2020-05-22,global,3ZG8N7aWw2meb6UrI5ZmnZ
130,Bandit (with YoungBoy Never Broke Again),Juice WRLD,5358661,2020-05-15--2020-05-22,global,6Gg1gjgKi2AK4e0qzsR7sd
131,Robbery,Juice WRLD,5351486,2020-05-15--2020-05-22,global,6Hj9jySrnFppAI0sEMCZpJ
132,Azul,J Balvin,5348126,2020-05-15--2020-05-22,global,2lCkncy6bIB0LTMT7kvrD1
133,It's You,Ali Gatie,5343034,2020-05-15--2020-05-22,global,5DqdesEfbRyOlSS3Tf6c29
134,Perfect,Ed Sheeran,5340516,2020-05-15--2020-05-22,global,0tgVpDi06FyKpA1z0VMD4v
135,Say You Won't Let Go,James Arthur,5332352,2020-05-15--2020-05-22,global,5uCax9HTNlzGybIStD3vDh
136,BOP,DaBaby,5331453,2020-05-15--2020-05-22,global,6Ozh9Ok6h4Oi1wUSLtBseN
137,El Efecto,Rauw Alejandro,5324646,2020-05-15--2020-05-22,global,4SJHHpKhcuXwDsCsPqshXj
138,Without Me,Halsey,5262780,2020-05-15--2020-05-22,global,6FZDfxM3a3UCqtzo5pxSLZ
139,What A Man Gotta Do,Jonas Brothers,5245773,2020-05-15--2020-05-22,global,4wNIkl5XGiAACjFBlDWuSd
140,OUT WEST (feat. Young Thug),JACKBOYS,5214181,2020-05-15--2020-05-22,global,6gi6y1xwmVszDWkUqab1qw
141,July,Noah Cyrus,5179311,2020-05-15--2020-05-22,global,6J2LdBN97cDWn0MLxYh9HB
142,No Idea,Don Toliver,5176545,2020-05-15--2020-05-22,global,7AzlLxHn24DxjgQX73F9fU
143,China,Anuel AA,5169798,2020-05-15--2020-05-22,global,2ksOAxtIxY8yElEWw8RhgK
144,Goodbyes (Feat. Young Thug),Post Malone,5164026,2020-05-15--2020-05-22,global,6vBdBCoOhKHiYDDOcorfNo
145,LA CANCIÓN,J Balvin,5163014,2020-05-15--2020-05-22,global,0fea68AdmYNygeTGI4RC18
146,Jangueo,Alex Rose,5150168,2020-05-15--2020-05-22,global,5m3jpKkgkfoMcym1qjToFg
147,No Me Conoce - Remix,Jhay Cortez,5135080,2020-05-15--2020-05-22,global,4R8BJggjosTswLxtkw8V7P
148,Like It Is,Kygo,5074651,2020-05-15--2020-05-22,global,3frUvGrmGcay91lvFbOgsN
149,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,5006457,2020-05-15--2020-05-22,global,3tv697PZNnaQN0Mn2zGhS5
150,Lose You To Love Me,Selena Gomez,4986909,2020-05-15--2020-05-22,global,4l0Mvzj72xxOpRrp6h8nHi
151,Old Town Road - Remix,Lil Nas X,4979900,2020-05-15--2020-05-22,global,2YpeDb67231RjR0MgVLzsG
152,Sweet but Psycho,Ava Max,4975922,2020-05-15--2020-05-22,global,25sgk305KZfyuqVBQIahim
153,Bruises,Lewis Capaldi,4961605,2020-05-15--2020-05-22,global,4Of7rzpRpV1mWRbhp5rAqG
154,My Oh My (feat. DaBaby),Camila Cabello,4947638,2020-05-15--2020-05-22,global,3yOlyBJuViE2YSGn3nVE1K
155,Get You The Moon (feat. Snøw),Kina,4920609,2020-05-15--2020-05-22,global,4ZLzoOkj0MPWrTLvooIuaa
156,Sucker,Jonas Brothers,4919964,2020-05-15--2020-05-22,global,22vgEDb5hykfaTwLuskFGD
157,La Jeepeta - Remix,Nio Garcia,4912684,2020-05-15--2020-05-22,global,1mohfLaTJtB2RplHLQVM70
158,PAM,Justin Quiles,4912366,2020-05-15--2020-05-22,global,0eeKDrQxjqNl5bX5VCHDcn
159,Youngblood,5 Seconds of Summer,4903234,2020-05-15--2020-05-22,global,2iUXsYOEPhVqEBwsqP70rE
160,The Less I Know The Better,Tame Impala,4897283,2020-05-15--2020-05-22,global,6K4t31amVTZDgR3sKmwUJJ
161,Airwaves,Pashanim,4839470,2020-05-15--2020-05-22,global,5CqkgDH8QZjSqqI3HmYxDD
162,Wow.,Post Malone,4838970,2020-05-15--2020-05-22,global,7xQAfvXzm3AkraOtGPWIZg
163,Deep End Freestyle,Sleepy Hallow,4810803,2020-05-15--2020-05-22,global,4zTPYAf5scZdp0LnwPPeWK
164,Fantasias,Rauw Alejandro,4809612,2020-05-15--2020-05-22,global,6mAN61JH0dzyZpWslS11jy
165,El Efecto - Remix,Rauw Alejandro,4802502,2020-05-15--2020-05-22,global,74j34STf8L6uADnTN69ohv
166,Be Alright,Dean Lewis,4787563,2020-05-15--2020-05-22,global,5qrSlOut2rNAWv3ubArkNy
167,Money In The Grave (Drake ft. Rick Ross),Drake,4755849,2020-05-15--2020-05-22,global,5ry2OE6R2zPQFDO85XkgRb
168,Make You Mine,PUBLIC,4753707,2020-05-15--2020-05-22,global,5iFwAOB2TFkPJk8sMlxP8g
169,Lights Up,Harry Styles,4749365,2020-05-15--2020-05-22,global,4jAIqgrPjKLTY9Gbez25Qb
170,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,4738168,2020-05-15--2020-05-22,global,4S2uhQE8L9V6p7rj7SiauJ
171,Muévelo,Nicky Jam,4732080,2020-05-15--2020-05-22,global,4VgYtXCVJ7IbWAZ5ryfvEQ
172,Piece Of Your Heart,MEDUZA,4731156,2020-05-15--2020-05-22,global,1DFD5Fotzgn6yYXkYsKiGs
173,Racks 2 Skinny,Migos,4729629,2020-05-15--2020-05-22,global,568OIKgeHyGRD3uWR44JbO
174,Higher Love,Kygo,4727190,2020-05-15--2020-05-22,global,6oJ6le65B3SEqPwMRNXWjY
175,After Hours,The Weeknd,4726233,2020-05-15--2020-05-22,global,2p8IUWQDrpjuFltbdgLOag
176,Heartless,The Weeknd,4725038,2020-05-15--2020-05-22,global,6bnF93Rx87YqUBLSgjiMU8
177,Callaita,Bad Bunny,4715705,2020-05-15--2020-05-22,global,2TH65lNHgvLxCKXM3apjxI
178,Never Seen the Rain,Tones And I,4698306,2020-05-15--2020-05-22,global,2grAr8pWMuLWn8ZYEE9wDV
179,Be Something (feat. Lil Baby),Polo G,4687909,2020-05-15--2020-05-22,global,65jw6GhwQW3Db55PxlPEpS
180,Moonlight,XXXTENTACION,4671184,2020-05-15--2020-05-22,global,0JP9xo3adEtGSdUEISiszL
181,Astronomia,Vicetone,4670914,2020-05-15--2020-05-22,global,665AK0ovB11McZRwfa852G
182,All of Me,John Legend,4655343,2020-05-15--2020-05-22,global,3U4isOIWM3VvDubwSI3y7a
183,BENDICIONES,Bad Bunny,4639997,2020-05-15--2020-05-22,global,2CoMYp2uIKsT09nreEZnZn
184,Rover (feat. DTG),S1mba,4590085,2020-05-15--2020-05-22,global,4slSrbTK1sNK4I1mDYEthf
185,I Like Me Better,Lauv,4587870,2020-05-15--2020-05-22,global,2P91MQbaiQOfbiz9VqhqKQ
186,BUTTERFLY EFFECT,Travis Scott,4586487,2020-05-15--2020-05-22,global,6xcJyGpfZbuuiequtnlKt4
187,Surrender,Natalie Taylor,4576097,2020-05-15--2020-05-22,global,0ecC8p17cDNlxHXkuYqeR6
188,"thank u, next",Ariana Grande,4558819,2020-05-15--2020-05-22,global,3e9HZxeyfWwjeyPAMmWSSQ
189,Dior,Pop Smoke,4536482,2020-05-15--2020-05-22,global,79s5XnCN4TJKTVMSmOx8Ep
190,Dancing With A Stranger (with Normani),Sam Smith,4509984,2020-05-15--2020-05-22,global,6Qs4SXO9dwPj5GKvVOv8Ki
191,PTSD,G Herbo,4500903,2020-05-15--2020-05-22,global,3jT2LKH0RSbQ8jIUNFzXm5
192,High Hopes,Panic! At The Disco,4474206,2020-05-15--2020-05-22,global,1rqqCSm0Qe4I9rUvWncaom
193,Better Now,Post Malone,4471368,2020-05-15--2020-05-22,global,7dt6x5M1jzdTEt8oCbisTK
194,Let Me Down Slowly,Alec Benjamin,4445257,2020-05-15--2020-05-22,global,2qxmye6gAegTMjLKEBoR3d
195,Something Just Like This,The Chainsmokers,4438425,2020-05-15--2020-05-22,global,6RUKPb4LETWmmr3iAEQktW
196,Excitement,Trippie Redd,4416484,2020-05-15--2020-05-22,global,3WnTQDd9A3bpBfzCziElU9
197,Sigues Con El - Remix,Arcangel,4398652,2020-05-15--2020-05-22,global,4Pu0a2TuHOYtI4CCE3HEXI
198,Can We Kiss Forever?,Kina,4397385,2020-05-15--2020-05-22,global,58wyJLv6yH1La9NIZPl3ne
199,ocean eyes,Billie Eilish,4381190,2020-05-15--2020-05-22,global,2uIX8YMNjGMD7441kqyyNU
200,Don't Stop Me Now - 2011 Mix,Queen,4350566,2020-05-15--2020-05-22,global,5T8EDUDqKcs6OSOwEsfqG7
