Position,Track Name,Artist,Streams,date,region,spotify_id
128,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6725612,2020-03-06--2020-03-13,global,6Gg1gjgKi2AK4e0qzsR7sd
129,Believer,Imagine Dragons,6708817,2020-03-06--2020-03-13,global,0pqnGHJpmpxLKifKRmU6WP
130,B.S. (feat. H.E.R.),Jhené Aiko,6698476,2020-03-06--2020-03-13,global,63wx9vdskaXbYxyDx4oJCZ
131,Happier,Marshmello,6617815,2020-03-06--2020-03-13,global,2dpaYNEQHiRxtZbfNsse99
132,Wow.,Post Malone,6612382,2020-03-06--2020-03-13,global,7xQAfvXzm3AkraOtGPWIZg
133,Old Town Road - Remix,Lil Nas X,6522488,2020-03-06--2020-03-13,global,2YpeDb67231RjR0MgVLzsG
134,The Other Side (from Trolls World Tour),SZA,6461447,2020-03-06--2020-03-13,global,463PQggkmk5tTw8ug0ahOX
135,OUT WEST (feat. Young Thug),JACKBOYS,6452778,2020-03-06--2020-03-13,global,6gi6y1xwmVszDWkUqab1qw
136,Medusa,Jhay Cortez,6430366,2020-03-06--2020-03-13,global,3qM0vBxIe4VUbK0Z0smuVP
137,XO Tour Llif3,Lil Uzi Vert,6381811,2020-03-06--2020-03-13,global,7GX5flRQZVHRAGd6B4TmDO
138,Blanco,J Balvin,6340627,2020-03-06--2020-03-13,global,2rc7BkzO8qepMFAxHtOrXc
139,How Do You Sleep?,Sam Smith,6320139,2020-03-06--2020-03-13,global,6b2RcmUt1g9N9mQ3CbjX2Y
140,Urgency (feat. Syd),Lil Uzi Vert,6224412,2020-03-06--2020-03-13,global,5KlPy74NOEAt8jC3FYURnQ
141,Angst,Loredana,6224166,2020-03-06--2020-03-13,global,3R3rQ7FbTJdsi5She10YvI
142,ON (Feat. Sia),BTS,6219276,2020-03-06--2020-03-13,global,3IB5qOeMayvpOdHxYCL5tZ
143,Sucker,Jonas Brothers,6170724,2020-03-06--2020-03-13,global,22vgEDb5hykfaTwLuskFGD
144,Without Me,Halsey,6166976,2020-03-06--2020-03-13,global,6FZDfxM3a3UCqtzo5pxSLZ
145,Bruises,Lewis Capaldi,6149975,2020-03-06--2020-03-13,global,4Of7rzpRpV1mWRbhp5rAqG
146,Bohemian Rhapsody - 2011 Mix,Queen,6143266,2020-03-06--2020-03-13,global,4u7EnebtmKWzUH433cf5Qv
147,P FKN R,Bad Bunny,6041127,2020-03-06--2020-03-13,global,0fgsKar6uBO08vzHXkTjWi
148,Modern Loneliness,Lauv,6020508,2020-03-06--2020-03-13,global,1eyek0KJEh2v5HQ9uQSybb
149,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,6005412,2020-03-06--2020-03-13,global,2FvD20Z8aoWIePi7PoN8sG
150,Heatin Up (feat. Gunna),Lil Baby,6004839,2020-03-06--2020-03-13,global,7KSSdFCBHCfq4KPzz78ghk
151,Heartless,The Weeknd,5996927,2020-03-06--2020-03-13,global,57vxBYXtHMk6H1aD29V7PU
152,Shape of You,Ed Sheeran,5972741,2020-03-06--2020-03-13,global,7qiZfU4dY1lWllzX7mPBI3
153,Ransom,Lil Tecca,5947363,2020-03-06--2020-03-13,global,1lOe9qE0vR9zwWQAOk6CoO
154,Black Swan,BTS,5924607,2020-03-06--2020-03-13,global,3bkkMZEAhx7rTVz1C0itRQ
155,Get You The Moon (feat. Snøw),Kina,5918050,2020-03-06--2020-03-13,global,4ZLzoOkj0MPWrTLvooIuaa
156,Say You Won't Let Go,James Arthur,5903479,2020-03-06--2020-03-13,global,5uCax9HTNlzGybIStD3vDh
157,July,Noah Cyrus,5888690,2020-03-06--2020-03-13,global,5a6pdCHlWS2ekOOQ70QnAr
158,"Alone, Pt. II",Alan Walker,5888189,2020-03-06--2020-03-13,global,0bMbDctzMmTyK2j74j3nF3
159,SKYBOX,Gunna,5846484,2020-03-06--2020-03-13,global,7GwYENSg87oERcW0Wacd6m
160,Whine Up,Nicky Jam,5809874,2020-03-06--2020-03-13,global,2pWOMNQJW3g2zmGjP0Vkb0
161,Ayy Macarena,Tyga,5730428,2020-03-06--2020-03-13,global,6LcauUZjF1eXQrgqMUecHX
