Position,Track Name,Artist,Streams,date,region,spotify_id
31,ily (i love you baby) (feat. Emilee),Surf Mesa,14211267,2020-05-01--2020-05-08,global,62aP9fBQKYKxi7PDXwcUAS
32,Tusa,KAROL G,13199473,2020-05-01--2020-05-08,global,7k4t7uLgtOxPwTpFmtJNTY
33,WHATS POPPIN,Jack Harlow,13098467,2020-05-01--2020-05-08,global,1jaTQ3nqY3oAAYyCTbIvnM
34,In Your Eyes,The Weeknd,13000752,2020-05-01--2020-05-08,global,7szuecWAPwGoV1e5vGu8tl
35,Adore You,Harry Styles,12719592,2020-05-01--2020-05-08,global,3jjujdWJ72nww5eGnfs2E7
36,Life Is Good (feat. Drake),Future,12199736,2020-05-01--2020-05-08,global,5yY9lUy8nbvjM1Uyo1Uqoc
37,Physical,Dua Lipa,12141100,2020-05-01--2020-05-08,global,3AzjcOeAmA57TIOr9zF1ZW
38,Favorito,Camilo,11528393,2020-05-01--2020-05-08,global,0jT8Nl0shPS8115is0wD2Q
39,Savage,Megan Thee Stallion,11512915,2020-05-01--2020-05-08,global,55CHeLEfn5iJ0IIkgaa4si
40,Before You Go,Lewis Capaldi,11383834,2020-05-01--2020-05-08,global,2gMXnyrvIjhVBUZwvLZDMP
41,Memories,Maroon 5,11256886,2020-05-01--2020-05-08,global,2b8fOow8UzyDFAE27YhOZM
42,If the World Was Ending - feat. Julia Michaels,JP Saxe,11187333,2020-05-01--2020-05-08,global,2kJwzbxV2ppxnQoYw4GLBZ
43,Rojo,J Balvin,11185650,2020-05-01--2020-05-08,global,380HmhwTE2NJgawn1NwkXi
44,bad guy,Billie Eilish,11120687,2020-05-01--2020-05-08,global,2Fxmhks0bxGSBdJ92vM42m
45,Play Date,Melanie Martinez,10598399,2020-05-01--2020-05-08,global,4DpNNXFMMxQEKl7r0ykkWA
46,D4L,Future,10537097,2020-05-01--2020-05-08,global,5fHrHoJKfCgBd35zwIBmUK
47,Señorita,Shawn Mendes,10457110,2020-05-01--2020-05-08,global,6v3KW9xbzN5yKLt9YKDYA2
48,Skechers,DripReport,10073596,2020-05-01--2020-05-08,global,2alc8VZAzDgdAsL2QMk3hu
49,Demons (feat. Fivio Foreign & Sosa Geek),Drake,9935989,2020-05-01--2020-05-08,global,05aZ9sAU1YXndHv0FMi9iW
50,everything i wanted,Billie Eilish,9926659,2020-05-01--2020-05-08,global,3ZCTVFBt2Brf31RLEnCkWJ
51,Time Flies,Drake,9904749,2020-05-01--2020-05-08,global,5H4mXWKcicuLKDn4Jy0sK7
52,Godzilla (feat. Juice WRLD),Eminem,9841490,2020-05-01--2020-05-08,global,7FIWs0pqAYbP91WWM0vlTQ
53,Desires (with Future),Drake,9628215,2020-05-01--2020-05-08,global,7eYAHC0RbBF9eaqWzT34Aq
54,Breaking Me,Topic,9562742,2020-05-01--2020-05-08,global,3H7ihDc1dqLriiWXwsc2po
55,Not You Too (feat. Chris Brown),Drake,9284383,2020-05-01--2020-05-08,global,3Q4gttWQ6hxqWOa3tHoTNi
56,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9058266,2020-05-01--2020-05-08,global,0RiRZpuVRbi7oqRdSMwhQY
57,Tattoo,Rauw Alejandro,9007065,2020-05-01--2020-05-08,global,7na7Bk98usp84FaOJFPv3d
58,Say So (feat. Nicki Minaj),Doja Cat,8998212,2020-05-01--2020-05-08,global,11VApNQCWLJdzxWrlmwzUa
59,Ride It,Regard,8957939,2020-05-01--2020-05-08,global,2tnVG71enUj33Ic2nFN6kZ
60,lovely (with Khalid),Billie Eilish,8813110,2020-05-01--2020-05-08,global,0u2P5u6lvoDfwTYjAADbn4
61,PORFA,Feid,8789334,2020-05-01--2020-05-08,global,4TOmcZvw0gHa7GiXRbcYAW
62,I’m Ready (with Demi Lovato),Sam Smith,8701215,2020-05-01--2020-05-08,global,1fipvP2zmef6vN2IwXfJhY
63,Amarillo,J Balvin,8657765,2020-05-01--2020-05-08,global,6zEgnpM0qYmHLDnh8WPejL
64,La Difícil,Bad Bunny,8592760,2020-05-01--2020-05-08,global,6NfrH0ANGmgBXyxgV2PeXt
65,Walk Em Down (feat. Roddy Ricch),NLE Choppa,8551869,2020-05-01--2020-05-08,global,4cSSL3YafYjM3yjgFO1vJg
66,Ignorantes,Bad Bunny,8392265,2020-05-01--2020-05-08,global,38RIEav39FGi86jppxO0du
67,Landed,Drake,8355036,2020-05-01--2020-05-08,global,3KixNgUEaDtrKJVzdqjU5q
68,When To Say When,Drake,8304928,2020-05-01--2020-05-08,global,5TCBWmEBrin7etRa4Lswr1
69,Nicht verdient,Capital Bra,8289128,2020-05-01--2020-05-08,global,7v8OynJxOxHoeS5C2UA9Y7
70,Deep Pockets,Drake,8285754,2020-05-01--2020-05-08,global,3IvMYBE7A3c7to1aEcfFJk
71,Qué Maldición,Banda MS de Sergio Lizárraga,7877129,2020-05-01--2020-05-08,global,2RxC2peY3FtrurYmbbmanr
72,Lose Control,MEDUZA,7860048,2020-05-01--2020-05-08,global,7CHi4DtfK4heMlQaudCuHK
73,War,Drake,7821869,2020-05-01--2020-05-08,global,1I55Ea0zVoSKs6MqW7DQ3i
74,Lucid Dreams,Juice WRLD,7786850,2020-05-01--2020-05-08,global,285pBltuF7vW8TeWk8hdRR
75,Si Veo a Tu Mamá,Bad Bunny,7784545,2020-05-01--2020-05-08,global,41wtwzCZkXwpnakmwJ239F
76,Salt,Ava Max,7692348,2020-05-01--2020-05-08,global,7vgv8KZBSo0TPzyIWG9yzV
77,hot girl bummer,blackbear,7667660,2020-05-01--2020-05-08,global,7aiClxsDWFRQ0Kzk5KI5ku
78,Morado,J Balvin,7489710,2020-05-01--2020-05-08,global,35KmOEIUqAGn02t7n4qaIr
79,Yummy,Justin Bieber,7386901,2020-05-01--2020-05-08,global,16wAOAZ2OkqoIDN7TpChjR
80,RITMO (Bad Boys For Life),Black Eyed Peas,7376000,2020-05-01--2020-05-08,global,6cy3ki60hLwimwIje7tALf
81,After Party,Don Toliver,7352475,2020-05-01--2020-05-08,global,527k23H0A4Q0UJN3vGs0Da
82,I Don't Care (with Justin Bieber),Ed Sheeran,7339771,2020-05-01--2020-05-08,global,0hVXuCcriWRGvwMV1r5Yn9
83,Diosa,Myke Towers,7266024,2020-05-01--2020-05-08,global,3JHpk0DOTOzyh0777JFAky
84,From Florida With Love,Drake,7216610,2020-05-01--2020-05-08,global,0YkUwXxnTkeJBvt5upeEtP
85,Level of Concern,Twenty One Pilots,7068247,2020-05-01--2020-05-08,global,6xZ4Q2k2ompmDppyeESIY8
86,Elegí (feat. Dímelo Flow),Rauw Alejandro,7057790,2020-05-01--2020-05-08,global,50ZC4PM7hywH27RcCfViau
87,BELIEVE IT,PARTYNEXTDOOR,6959120,2020-05-01--2020-05-08,global,4HDCLYli2SUdkq9OjmvhSD
88,Like It Is,Kygo,6919159,2020-05-01--2020-05-08,global,3frUvGrmGcay91lvFbOgsN
89,Losses,Drake,6894756,2020-05-01--2020-05-08,global,6fLVTVaHWaEfVKfEgbkf4D
90,You should be sad,Halsey,6798006,2020-05-01--2020-05-08,global,7lidXGPXPYLNThITAOTlkK
91,Ballin' (with Roddy Ricch),Mustard,6769439,2020-05-01--2020-05-08,global,3QzAOrNlsabgbMwlZt7TAY
92,CITY OF ANGELS,24kGoldn,6754099,2020-05-01--2020-05-08,global,6ap9lSRJ0iLriGLqoJ44cq
93,High Fashion (feat. Mustard),Roddy Ricch,6712436,2020-05-01--2020-05-08,global,07KXEDMj78x68D884wgVEm
94,"10,000 Hours (with Justin Bieber)",Dan + Shay,6699478,2020-05-01--2020-05-08,global,2wrJq5XKLnmhRXHIAf9xBa
95,Shallow,Lady Gaga,6684451,2020-05-01--2020-05-08,global,2VxeLyX666F8uXCJ0dZF8B
96,when the party's over,Billie Eilish,6650928,2020-05-01--2020-05-08,global,43zdsphuZLzwA9k4DJhU0I
97,Like That (feat. Gucci Mane),Doja Cat,6646559,2020-05-01--2020-05-08,global,4EivmOT13NMpNSfTKn9p4s
98,Selfish,Madison Beer,6609305,2020-05-01--2020-05-08,global,4PV0uE5pZSh44E3NqNNDEH
99,Beautiful People (feat. Khalid),Ed Sheeran,6468384,2020-05-01--2020-05-08,global,70eFcWOvlMObDhURTqT4Fv
100,Know Your Worth,Khalid,6459838,2020-05-01--2020-05-08,global,0TrPqhAMoaKUFLR7iYDokf
101,My Oh My (feat. DaBaby),Camila Cabello,6452642,2020-05-01--2020-05-08,global,3yOlyBJuViE2YSGn3nVE1K
102,Sigues Con El,Dímelo Flow,6223552,2020-05-01--2020-05-08,global,7sQKy5vlPQllr0k9IjYJv3
103,Vete,Bad Bunny,6206221,2020-05-01--2020-05-08,global,2n7ohqg1s68ToAHh4u9mcW
104,Believer,Imagine Dragons,6181146,2020-05-01--2020-05-08,global,0pqnGHJpmpxLKifKRmU6WP
105,OUT WEST (feat. Young Thug),JACKBOYS,6166732,2020-05-01--2020-05-08,global,6gi6y1xwmVszDWkUqab1qw
106,In Your Eyes (feat. Alida),Robin Schulz,6166150,2020-05-01--2020-05-08,global,61ZM92T2zaXIVsqncThQzC
107,7 rings,Ariana Grande,6097919,2020-05-01--2020-05-08,global,6ocbgoVGwYJhOv1GgI9NsF
108,Hola - Remix,Dalex,6080960,2020-05-01--2020-05-08,global,5stPVcRqb4qixbafP9e8lt
109,rockstar (feat. 21 Savage),Post Malone,6050109,2020-05-01--2020-05-08,global,0e7ipj03S05BNilyu5bRzt
110,This City,Sam Fischer,6019665,2020-05-01--2020-05-08,global,3H3r2nKWa3Yk5gt8xgmsEt
111,La Santa,Bad Bunny,6007968,2020-05-01--2020-05-08,global,69vlMrzHwATKzupwNcUPyK
112,P2,Lil Uzi Vert,5999393,2020-05-01--2020-05-08,global,3kW4z2pIj5VY5fLjBrMRL5
113,Moral of the Story,Ashe,5994349,2020-05-01--2020-05-08,global,2nC3QhMI9reBIOWutbU3Tj
114,Falling,Harry Styles,5989885,2020-05-01--2020-05-08,global,1ZMiCix7XSAbfAJlEZWMCp
115,Astronomia,Vicetone,5976691,2020-05-01--2020-05-08,global,665AK0ovB11McZRwfa852G
116,Party Girl,StaySolidRocky,5808464,2020-05-01--2020-05-08,global,5RqR4ZCCKJDcBLIn4sih9l
117,Happier,Marshmello,5799728,2020-05-01--2020-05-08,global,2dpaYNEQHiRxtZbfNsse99
118,Jocelyn Flores,XXXTENTACION,5792041,2020-05-01--2020-05-08,global,7m9OqQk4RVRkw9JJdeAw96
119,Watermelon Sugar,Harry Styles,5737705,2020-05-01--2020-05-08,global,6UelLqGlWMcVH1E5c4H7lY
120,BUTTERFLY EFFECT,Travis Scott,5710883,2020-05-01--2020-05-08,global,6xcJyGpfZbuuiequtnlKt4
121,Lalala,Y2K,5703428,2020-05-01--2020-05-08,global,51Fjme0JiitpyXKuyQiCDo
122,SAD!,XXXTENTACION,5694271,2020-05-01--2020-05-08,global,3ee8Jmje8o58CHK66QrVC2
123,STARGAZING,Travis Scott,5655566,2020-05-01--2020-05-08,global,7wBJfHzpfI3032CSD7CE2m
124,Ransom,Lil Tecca,5644895,2020-05-01--2020-05-08,global,1lOe9qE0vR9zwWQAOk6CoO
125,Jangueo,Alex Rose,5625362,2020-05-01--2020-05-08,global,5m3jpKkgkfoMcym1qjToFg
126,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,5619658,2020-05-01--2020-05-08,global,4S2uhQE8L9V6p7rj7SiauJ
127,Turks (feat. Travis Scott),NAV,5594561,2020-05-01--2020-05-08,global,0lSZh5W0wDeurkGzLYY6hf
128,Kings & Queens,Ava Max,5594220,2020-05-01--2020-05-08,global,76nqCfJOcFFWBJN32PAksn
129,It's You,Ali Gatie,5587742,2020-05-01--2020-05-08,global,5DqdesEfbRyOlSS3Tf6c29
130,Bohemian Rhapsody - 2011 Mix,Queen,5584426,2020-05-01--2020-05-08,global,4u7EnebtmKWzUH433cf5Qv
131,eight(Prod.&Feat. SUGA of BTS),IU,5523117,2020-05-01--2020-05-08,global,0pYacDCZuRhcrwGUA5nTBe
132,Myron,Lil Uzi Vert,5512290,2020-05-01--2020-05-08,global,56uXDJRCuoS7abX3SkzHKQ
133,Bandit (with YoungBoy Never Broke Again),Juice WRLD,5503021,2020-05-01--2020-05-08,global,6Gg1gjgKi2AK4e0qzsR7sd
134,Shape of You,Ed Sheeran,5502326,2020-05-01--2020-05-08,global,7qiZfU4dY1lWllzX7mPBI3
135,MAMACITA,Black Eyed Peas,5492394,2020-05-01--2020-05-08,global,14wf185UxfNbSy8dwt4r4q
136,Without Me,Halsey,5443778,2020-05-01--2020-05-08,global,6FZDfxM3a3UCqtzo5pxSLZ
137,No Idea,Don Toliver,5419166,2020-05-01--2020-05-08,global,7AzlLxHn24DxjgQX73F9fU
138,Say You Won't Let Go,James Arthur,5416806,2020-05-01--2020-05-08,global,5uCax9HTNlzGybIStD3vDh
139,What A Man Gotta Do,Jonas Brothers,5406325,2020-05-01--2020-05-08,global,4wNIkl5XGiAACjFBlDWuSd
140,BOP,DaBaby,5380470,2020-05-01--2020-05-08,global,6Ozh9Ok6h4Oi1wUSLtBseN
141,China,Anuel AA,5297896,2020-05-01--2020-05-08,global,2ksOAxtIxY8yElEWw8RhgK
142,After Hours,The Weeknd,5283545,2020-05-01--2020-05-08,global,2p8IUWQDrpjuFltbdgLOag
143,Perfect,Ed Sheeran,5273860,2020-05-01--2020-05-08,global,0tgVpDi06FyKpA1z0VMD4v
144,Robbery,Juice WRLD,5269007,2020-05-01--2020-05-08,global,6Hj9jySrnFppAI0sEMCZpJ
145,Goodbyes (Feat. Young Thug),Post Malone,5261864,2020-05-01--2020-05-08,global,6vBdBCoOhKHiYDDOcorfNo
146,Boyfriend,Selena Gomez,5236730,2020-05-01--2020-05-08,global,4QnC1bIaMSfDQvF4XDhV5M
147,What If I Told You That I Love You,Ali Gatie,5234645,2020-05-01--2020-05-08,global,3cqPu20DGTGUoZtbJH2Dmi
148,Lose You To Love Me,Selena Gomez,5234321,2020-05-01--2020-05-08,global,4l0Mvzj72xxOpRrp6h8nHi
149,Get You The Moon (feat. Snøw),Kina,5192524,2020-05-01--2020-05-08,global,4ZLzoOkj0MPWrTLvooIuaa
150,Bruises,Lewis Capaldi,5164480,2020-05-01--2020-05-08,global,4Of7rzpRpV1mWRbhp5rAqG
151,Heartless,The Weeknd,5144519,2020-05-01--2020-05-08,global,6bnF93Rx87YqUBLSgjiMU8
152,Make You Mine,PUBLIC,5123667,2020-05-01--2020-05-08,global,5iFwAOB2TFkPJk8sMlxP8g
153,No Me Conoce - Remix,Jhay Cortez,5121512,2020-05-01--2020-05-08,global,4R8BJggjosTswLxtkw8V7P
154,Money In The Grave (Drake ft. Rick Ross),Drake,5090877,2020-05-01--2020-05-08,global,5ry2OE6R2zPQFDO85XkgRb
155,Old Town Road - Remix,Lil Nas X,5062148,2020-05-01--2020-05-08,global,2YpeDb67231RjR0MgVLzsG
156,LA CANCIÓN,J Balvin,5037734,2020-05-01--2020-05-08,global,0fea68AdmYNygeTGI4RC18
157,Fantasias,Rauw Alejandro,4980205,2020-05-01--2020-05-08,global,6mAN61JH0dzyZpWslS11jy
158,Azul,J Balvin,4945248,2020-05-01--2020-05-08,global,2lCkncy6bIB0LTMT7kvrD1
159,Muévelo,Nicky Jam,4941940,2020-05-01--2020-05-08,global,4VgYtXCVJ7IbWAZ5ryfvEQ
160,July,Noah Cyrus,4937984,2020-05-01--2020-05-08,global,5a6pdCHlWS2ekOOQ70QnAr
161,Sucker,Jonas Brothers,4916889,2020-05-01--2020-05-08,global,22vgEDb5hykfaTwLuskFGD
162,Emotions,Ufo361,4901960,2020-05-01--2020-05-08,global,6lU4BQWZomCWRfKSowfezE
163,Wow.,Post Malone,4883168,2020-05-01--2020-05-08,global,7xQAfvXzm3AkraOtGPWIZg
164,PTSD,G Herbo,4880524,2020-05-01--2020-05-08,global,3jT2LKH0RSbQ8jIUNFzXm5
165,Sweet but Psycho,Ava Max,4853520,2020-05-01--2020-05-08,global,25sgk305KZfyuqVBQIahim
166,The Less I Know The Better,Tame Impala,4827206,2020-05-01--2020-05-08,global,6K4t31amVTZDgR3sKmwUJJ
167,A Tu Merced,Bad Bunny,4808609,2020-05-01--2020-05-08,global,4r9jkMEnArtWGH2rL2FZl0
168,Never Seen the Rain,Tones And I,4800035,2020-05-01--2020-05-08,global,2grAr8pWMuLWn8ZYEE9wDV
169,Be Alright,Dean Lewis,4787224,2020-05-01--2020-05-08,global,5qrSlOut2rNAWv3ubArkNy
170,Sigues Con El - Remix,Arcangel,4786169,2020-05-01--2020-05-08,global,4Pu0a2TuHOYtI4CCE3HEXI
171,FIND MY WAY,DaBaby,4753495,2020-05-01--2020-05-08,global,1gVCEnryJhkdQcuC0Kbvor
172,Callaita,Bad Bunny,4699466,2020-05-01--2020-05-08,global,2TH65lNHgvLxCKXM3apjxI
173,All of Me,John Legend,4695162,2020-05-01--2020-05-08,global,3U4isOIWM3VvDubwSI3y7a
174,Keii,Anuel AA,4687605,2020-05-01--2020-05-08,global,5eEQCfq7MXQr6aHLNRUZLs
175,Youngblood,5 Seconds of Summer,4657273,2020-05-01--2020-05-08,global,2iUXsYOEPhVqEBwsqP70rE
176,ocean eyes,Billie Eilish,4634049,2020-05-01--2020-05-08,global,2uIX8YMNjGMD7441kqyyNU
177,Piece Of Your Heart,MEDUZA,4617971,2020-05-01--2020-05-08,global,1DFD5Fotzgn6yYXkYsKiGs
178,Higher Love,Kygo,4608955,2020-05-01--2020-05-08,global,6oJ6le65B3SEqPwMRNXWjY
179,Can We Kiss Forever?,Kina,4603208,2020-05-01--2020-05-08,global,58wyJLv6yH1La9NIZPl3ne
180,Moonlight,XXXTENTACION,4599661,2020-05-01--2020-05-08,global,0JP9xo3adEtGSdUEISiszL
181,God's Plan,Drake,4565400,2020-05-01--2020-05-08,global,6DCZcSspjsKoFjzjrWoCdn
182,Let Me Down Slowly,Alec Benjamin,4559687,2020-05-01--2020-05-08,global,2qxmye6gAegTMjLKEBoR3d
183,Suicidal,YNW Melly,4554969,2020-05-01--2020-05-08,global,1iSqfoUFnQwV0QW1EfUit8
184,Eastside (with Halsey & Khalid),benny blanco,4543439,2020-05-01--2020-05-08,global,7FGq80cy8juXBCD2nrqdWU
185,Dancing With A Stranger (with Normani),Sam Smith,4529858,2020-05-01--2020-05-08,global,6Qs4SXO9dwPj5GKvVOv8Ki
186,No Time To Die,Billie Eilish,4526241,2020-05-01--2020-05-08,global,73SpzrcaHk0RQPFP73vqVR
187,I Like Me Better,Lauv,4488059,2020-05-01--2020-05-08,global,2P91MQbaiQOfbiz9VqhqKQ
188,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4482336,2020-05-01--2020-05-08,global,3tv697PZNnaQN0Mn2zGhS5
189,Por Primera Vez,Camilo,4478685,2020-05-01--2020-05-08,global,0pgj4EzB1XRqgZemoMNG5D
190,Better Now,Post Malone,4458437,2020-05-01--2020-05-08,global,7dt6x5M1jzdTEt8oCbisTK
191,Gimme Love,Joji,4447020,2020-05-01--2020-05-08,global,2hfoyc7ve6xM4ZEiNIiU1B
192,High Hopes,Panic! At The Disco,4445795,2020-05-01--2020-05-08,global,1rqqCSm0Qe4I9rUvWncaom
193,"thank u, next",Ariana Grande,4427638,2020-05-01--2020-05-08,global,3e9HZxeyfWwjeyPAMmWSSQ
194,@ MEH,Playboi Carti,4420187,2020-05-01--2020-05-08,global,5UusfWUMMLEXLMc1ViNZoe
195,Broke In A Minute,Tory Lanez,4402281,2020-05-01--2020-05-08,global,4xqIYGwwZTEem9U8A42SPF
196,Fantasias - Remix,Rauw Alejandro,4401019,2020-05-01--2020-05-08,global,0A37XY67wSdGqkGjtfW6aV
197,If I Can't Have You,Shawn Mendes,4385384,2020-05-01--2020-05-08,global,2bT1PH7Cw3J9p3t7nlXCdh
198,Something Just Like This,The Chainsmokers,4383745,2020-05-01--2020-05-08,global,6RUKPb4LETWmmr3iAEQktW
199,How Do You Sleep?,Sam Smith,4380280,2020-05-01--2020-05-08,global,6b2RcmUt1g9N9mQ3CbjX2Y
200,SUGAR,BROCKHAMPTON,4362442,2020-05-01--2020-05-08,global,6U0FIYXCQ3TGrk4tFpLrEA
