Position,Track Name,Artist,Streams,date,region,spotify_id
1,Dance Monkey,Tones And I,43692654,2020-02-14--2020-02-21,global,1rgnBhdG2JDFTbYkYRZAku
2,The Box,Roddy Ricch,42387090,2020-02-14--2020-02-21,global,0nbXyq5TXYPCO7pr3N8S4I
3,Blinding Lights,The Weeknd,42033465,2020-02-14--2020-02-21,global,0sf12qNH5qcw8qpgymFOqD
4,No Time To Die,Billie Eilish,36473566,2020-02-14--2020-02-21,global,73SpzrcaHk0RQPFP73vqVR
5,Intentions (feat. Quavo),Justin Bieber,35379447,2020-02-14--2020-02-21,global,4umIPjkehX1r7uhmGvXiSV
6,Don't Start Now,Dua Lipa,32931653,2020-02-14--2020-02-21,global,6WrI0LAC5M1Rw2MnX2ZvEg
7,Yummy,Justin Bieber,29921795,2020-02-14--2020-02-21,global,16wAOAZ2OkqoIDN7TpChjR
8,Tusa,KAROL G,29849584,2020-02-14--2020-02-21,global,7k4t7uLgtOxPwTpFmtJNTY
9,Falling,Trevor Daniel,28709550,2020-02-14--2020-02-21,global,4TnjEaWOeW0eKTKIEvJyCa
10,ROXANNE,Arizona Zervas,27052997,2020-02-14--2020-02-21,global,696DnlkuDOXcMAnKlTgXXK
11,Life Is Good (feat. Drake),Future,24528817,2020-02-14--2020-02-21,global,5yY9lUy8nbvjM1Uyo1Uqoc
12,everything i wanted,Billie Eilish,24326356,2020-02-14--2020-02-21,global,3ZCTVFBt2Brf31RLEnCkWJ
13,Circles,Post Malone,21064532,2020-02-14--2020-02-21,global,21jGcNKet2qwijlDFuPiPb
14,Godzilla (feat. Juice WRLD),Eminem,20943495,2020-02-14--2020-02-21,global,7FIWs0pqAYbP91WWM0vlTQ
15,Forever (feat. Post Malone & Clever),Justin Bieber,20915775,2020-02-14--2020-02-21,global,2ZlCGeK30BLRNSPC832pNZ
16,Someone You Loved,Lewis Capaldi,20233589,2020-02-14--2020-02-21,global,7qEHsqek33rTcFNT9PFqLf
17,Memories,Maroon 5,19796001,2020-02-14--2020-02-21,global,2b8fOow8UzyDFAE27YhOZM
18,Ignorantes,Bad Bunny,19673245,2020-02-14--2020-02-21,global,3wYRLYuO1M88d8woWUIxct
19,bad guy,Billie Eilish,18353784,2020-02-14--2020-02-21,global,2Fxmhks0bxGSBdJ92vM42m
20,Señorita,Shawn Mendes,16594558,2020-02-14--2020-02-21,global,6v3KW9xbzN5yKLt9YKDYA2
21,Adore You,Harry Styles,16570693,2020-02-14--2020-02-21,global,3jjujdWJ72nww5eGnfs2E7
22,RITMO (Bad Boys For Life),Black Eyed Peas,16538272,2020-02-14--2020-02-21,global,6cy3ki60hLwimwIje7tALf
23,Say So,Doja Cat,16182638,2020-02-14--2020-02-21,global,3Dv1eDb0MEgF93GpLXlucZ
24,Before You Go,Lewis Capaldi,15736794,2020-02-14--2020-02-21,global,2gMXnyrvIjhVBUZwvLZDMP
25,My Oh My (feat. DaBaby),Camila Cabello,15352394,2020-02-14--2020-02-21,global,3yOlyBJuViE2YSGn3nVE1K
26,You should be sad,Halsey,15342439,2020-02-14--2020-02-21,global,7lidXGPXPYLNThITAOTlkK
27,Sigues Con El,Dímelo Flow,15258018,2020-02-14--2020-02-21,global,7sQKy5vlPQllr0k9IjYJv3
28,Physical,Dua Lipa,14736222,2020-02-14--2020-02-21,global,5px6upUHM3fhOP621Edp4V
29,Roses - Imanbek Remix,SAINt JHN,14325045,2020-02-14--2020-02-21,global,24Yi9hE78yPEbZ4kxyoXAI
30,To Die For,Sam Smith,14306272,2020-02-14--2020-02-21,global,2ZTYlnhhV1UAReg7wIGolx
31,Blueberry Faygo,Lil Mosey,14287951,2020-02-14--2020-02-21,global,6wJYhPfqk3KGhHRG76WzOh
32,Vete,Bad Bunny,13160842,2020-02-14--2020-02-21,global,5DxXgozhkPLgrbKFY91w0c
33,Lose Control,MEDUZA,13131071,2020-02-14--2020-02-21,global,7CHi4DtfK4heMlQaudCuHK
34,Ride It,Regard,12697003,2020-02-14--2020-02-21,global,2tnVG71enUj33Ic2nFN6kZ
35,Hola - Remix,Dalex,12632194,2020-02-14--2020-02-21,global,5stPVcRqb4qixbafP9e8lt
36,Suicidal,YNW Melly,12599125,2020-02-14--2020-02-21,global,1iSqfoUFnQwV0QW1EfUit8
37,High Fashion (feat. Mustard),Roddy Ricch,12592226,2020-02-14--2020-02-21,global,07KXEDMj78x68D884wgVEm
38,Morado,J Balvin,12223679,2020-02-14--2020-02-21,global,3mQ6SLdxxaL52Yte7KF2Ks
39,Keii,Anuel AA,12131500,2020-02-14--2020-02-21,global,5eEQCfq7MXQr6aHLNRUZLs
40,Sunday Best,Surfaces,11871435,2020-02-14--2020-02-21,global,1Cv1YLb4q0RzL6pybtaMLo
41,What A Man Gotta Do,Jonas Brothers,11773100,2020-02-14--2020-02-21,global,4wNIkl5XGiAACjFBlDWuSd
42,Fantasias,Rauw Alejandro,11256887,2020-02-14--2020-02-21,global,6mAN61JH0dzyZpWslS11jy
43,I Don't Care (with Justin Bieber),Ed Sheeran,11251434,2020-02-14--2020-02-21,global,0hVXuCcriWRGvwMV1r5Yn9
44,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,11212523,2020-02-14--2020-02-21,global,0RiRZpuVRbi7oqRdSMwhQY
45,What If I Told You That I Love You,Ali Gatie,11109236,2020-02-14--2020-02-21,global,3cqPu20DGTGUoZtbJH2Dmi
46,Lose You To Love Me,Selena Gomez,11077078,2020-02-14--2020-02-21,global,4l0Mvzj72xxOpRrp6h8nHi
47,hot girl bummer,blackbear,10889455,2020-02-14--2020-02-21,global,7aiClxsDWFRQ0Kzk5KI5ku
